acronym,value,value_mean,value_ipsi,value_contra,value_left,value_right,is_seed,tract_experiment_id
AUDv2/3,0.0009381023337969585,0.0009381023337969585,0.0010540814120758824,0.0008221232539426315,0.0008221232539426315,0.0010540814120758824,False,480074702
AUDv4,0.0017634753456444217,0.0017634753456444217,0.0019960372897912465,0.0015309133992559235,0.0015309133992559235,0.0019960372897912465,False,480074702
AUDv5,0.0037810622673383177,0.0037810622673383177,0.003767014919506537,0.0037951095655443965,0.0037951095655443965,0.003767014919506537,False,480074702
AUDv6a,0.006127277643106167,0.006127277643106167,0.00522297463758149,0.007031580627881307,0.007031580627881307,0.00522297463758149,False,480074702
AUDv6b,0.007929076600544661,0.007929076600544661,0.005522706655028719,0.010335446559110987,0.010335446559110987,0.005522706655028719,False,480074702
AV,0.014137475173476305,0.014137475173476305,0.015514519692246135,0.01276043061961329,0.01276043061961329,0.015514519692246135,False,480074702
AVP,0.0018088104729189975,0.0018088104729189975,0.001636633712458898,0.0019809872292170985,0.0019809872292170985,0.001636633712458898,False,480074702
AVPV,0.0011474172370180059,0.0011474172370180059,0.001104731177625207,0.0011901032910145385,0.0011901032910145385,0.001104731177625207,False,480074702
Acs5,0.0009074931105388142,0.0009074931105388142,0.00124950176614217,0.00056548444408688,0.00056548444408688,0.00124950176614217,False,480074702
B,0.014123270891507009,0.014123270891507009,0.01405229947122277,0.014194242337543938,0.014194242337543938,0.01405229947122277,False,480074702
BA,0.016546668082712015,0.016546668082712015,0.016404729788155204,0.01668860623612998,0.01668860623612998,0.016404729788155204,False,480074702
BAC,0.013759402006954408,0.013759402006954408,0.01392595787183378,0.013592846132814862,0.013592846132814862,0.01392595787183378,False,480074702
BLA,0.03796737558677001,0.03796737558677001,0.03905940613854816,0.03687534503499183,0.03687534503499183,0.03905940613854816,False,480074702
BLAa,0.033886155198181285,0.033886155198181285,0.03462623201776292,0.03314607852232427,0.03314607852232427,0.03462623201776292,False,480074702
BLAp,0.040459061443175307,0.040459061443175307,0.04166793096228499,0.0392501916503534,0.0392501916503534,0.04166793096228499,False,480074702
BLAv,0.041230737289229484,0.041230737289229484,0.04277043305701221,0.03969104158459233,0.03969104158459233,0.04277043305701221,False,480074702
BMA,0.024404772926207515,0.024404772926207515,0.02506713296856594,0.023742412883849116,0.023742412883849116,0.02506713296856594,False,480074702
BMAa,0.031762339566407484,0.031762339566407484,0.03252820127090667,0.030996477725011583,0.030996477725011583,0.03252820127090667,False,480074702
BMAp,0.01653819977023423,0.01653819977023423,0.01708989813196237,0.015986501601491898,0.015986501601491898,0.01708989813196237,False,480074702
BS,0.009172298354137163,0.009172298354137163,0.009634624296591881,0.00871010011037608,0.00871010011037608,0.009634624296591881,False,480074702
BST,0.013534796344513449,0.013534796344513449,0.013960611307993509,0.01310898143251506,0.01310898143251506,0.013960611307993509,False,480074702
CA,0.0015122720343950999,0.0015122720343950999,0.001656844742772011,0.0013676993260181914,0.0013676993260181914,0.001656844742772011,False,480074702
CA1,0.0022386648030849245,0.0022386648030849245,0.002406947276159586,0.0020703823222309745,0.0020703823222309745,0.002406947276159586,False,480074702
CA2,0.0008246963515563087,0.0008246963515563087,0.0010574085686513722,0.0005919841430089524,0.0005919841430089524,0.0010574085686513722,False,480074702
CA3,0.0003825518866105392,0.0003825518866105392,0.00048184739841869933,0.0002832563731743638,0.0002832563731743638,0.00048184739841869933,False,480074702
CB,0.00042910550138252224,0.00042910550138252224,0.0004421220266067061,0.00041608897702188473,0.00041608897702188473,0.0004421220266067061,False,480074702
CBN,0.0027271864116357866,0.0027271864116357866,0.0026039480928889656,0.002850424730382614,0.002850424730382614,0.0026039480928889656,False,480074702
CBX,0.000303918410898849,0.000303918410898849,0.0003255122306010323,0.0002823245911966625,0.0002823245911966625,0.0003255122306010323,False,480074702
CEA,0.037487157308405065,0.037487157308405065,0.037828032787345665,0.03714628182946451,0.03714628182946451,0.037828032787345665,False,480074702
CEAc,0.04220466695716983,0.04220466695716983,0.04337415803529436,0.041035176161676665,0.041035176161676665,0.04337415803529436,False,480074702
CEAl,0.04487564971343293,0.04487564971343293,0.04375697822542865,0.045994321043326625,0.045994321043326625,0.04375697822542865,False,480074702
CEAm,0.032971392296556226,0.032971392296556226,0.033476302698181803,0.03246648209047011,0.03246648209047011,0.033476302698181803,False,480074702
CENT,0.00039478304737420244,0.00039478304737420244,0.00038044756127165904,0.0004091185334767457,0.0004091185334767457,0.00038044756127165904,False,480074702
CENT2,0.0006285681448288199,0.0006285681448288199,0.0006043528028840067,0.0006527834880216542,0.0006527834880216542,0.0006043528028840067,False,480074702
CENT3,0.00028097666604701095,0.00028097666604701095,0.0002714506885922532,0.0002905026436451341,0.0002905026436451341,0.0002714506885922532,False,480074702
CH,0.014063901585151273,0.014063901585151273,0.014142504819205703,0.013985515673767702,0.013985515673767702,0.014142504819205703,False,480074702
CL,0.010414569821306254,0.010414569821306254,0.011498541116134202,0.009330598505073319,0.009330598505073319,0.011498541116134202,False,480074702
CLA,0.031220087851829153,0.031220087851829153,0.029885528289901164,0.03255464721851241,0.03255464721851241,0.029885528289901164,False,480074702
CLI,0.1539166391808022,0.1539166391808022,0.15687734414823346,0.1510559781687333,0.1510559781687333,0.15687734414823346,False,480074702
CM,0.017265479811215952,0.017265479811215952,0.0177845652971882,0.01674639406264758,0.01674639406264758,0.0177845652971882,False,480074702
CN,0.007371502787268059,0.007371502787268059,0.006562815186202589,0.008180190388333538,0.008180190388333538,0.006562815186202589,False,480074702
CNU,0.014156586390206258,0.014156586390206258,0.01420530009555115,0.014107872684861366,0.014107872684861366,0.01420530009555115,False,480074702
COA,0.018180859407847097,0.018180859407847097,0.019235511227516832,0.01712620758817735,0.01712620758817735,0.019235511227516832,False,480074702
COAa,0.03312906973295806,0.03312906973295806,0.033374026856984075,0.03288411264366001,0.03288411264366001,0.033374026856984075,False,480074702
COAp,0.013587632496090683,0.013587632496090683,0.014891084390385478,0.012284180601795883,0.012284180601795883,0.014891084390385478,False,480074702
COApl,0.01686498063967433,0.01686498063967433,0.01789682918656579,0.015833132303123394,0.015833132303123394,0.01789682918656579,False,480074702
COApm,0.010545594302015992,0.010545594302015992,0.012101148642068429,0.008990039817285808,0.008990039817285808,0.012101148642068429,False,480074702
COPY,0.0005031120994392914,0.0005031120994392914,0.0006595985674948317,0.0003466256302658281,0.0003466256302658281,0.0006595985674948317,False,480074702
CP,0.007212056532547015,0.007212056532547015,0.006914955917312652,0.007509157160256998,0.007509157160256998,0.006914955917312652,False,480074702
CS,0.0051985814098034315,0.0051985814098034315,0.005836373069178046,0.004560794732969937,0.004560794732969937,0.005836373069178046,False,480074702
CTX,0.014039912879046525,0.014039912879046525,0.014125860145720644,0.01395423890076913,0.01395423890076913,0.014125860145720644,False,480074702
CTXpl,0.013236416599415018,0.013236416599415018,0.01331935762059248,0.01315375117474533,0.01315375117474533,0.01331935762059248,False,480074702
CTXsp,0.03304897313302608,0.03304897313302608,0.03319800402722561,0.03289994244642005,0.03289994244642005,0.03319800402722561,False,480074702
CU,0.002485596092375473,0.002485596092375473,0.0030617040226694,0.001909488139307291,0.001909488139307291,0.0030617040226694,False,480074702
CUL,0.0002541413067304526,0.0002541413067304526,0.0002437309649044531,0.0002645516485564554,0.0002645516485564554,0.0002437309649044531,False,480074702
"CUL4, 5",0.0002541413060265961,0.0002541413060265961,0.00024373095993721004,0.000264551651412129,0.000264551651412129,0.00024373095993721004,False,480074702
CUN,0.0044176073872150565,0.0044176073872150565,0.004734406082934548,0.004100808722751001,0.004100808722751001,0.004734406082934548,False,480074702
DCN,0.002642224192668657,0.002642224192668657,0.00305916374643141,0.002225284638905906,0.002225284638905906,0.00305916374643141,False,480074702
DCO,0.010094675306274678,0.010094675306274678,0.008433472380989893,0.011755878298640696,0.011755878298640696,0.008433472380989893,False,480074702
DEC,8.044375504164167e-05,8.044375504164167e-05,9.237233977471172e-05,6.851517096747805e-05,6.851517096747805e-05,9.237233977471172e-05,False,480074702
DG,0.0008248721831800675,0.0008248721831800675,0.0008367232535472609,0.0008130211128128773,0.0008130211128128773,0.0008367232535472609,False,480074702
DG-mo,0.001214334846576419,0.001214334846576419,0.0012196814845082916,0.0012089882227882983,0.0012089882227882983,0.0012196814845082916,False,480074702
DG-po,9.764719326716335e-05,9.764719326716335e-05,0.0001386866395504234,5.660774647039807e-05,5.660774647039807e-05,0.0001386866395504234,False,480074702
DG-sg,9.045349701352453e-05,9.045349701352453e-05,0.0001072837693300139,7.36232253306562e-05,7.36232253306562e-05,0.0001072837693300139,False,480074702
DMH,0.0034964563852671526,0.0034964563852671526,0.0034785173029376623,0.003514395498950734,0.003514395498950734,0.0034785173029376623,False,480074702
DMX,0.0008636113893251637,0.0008636113893251637,0.0009538210864775114,0.0007734016729045547,0.0007734016729045547,0.0009538210864775114,False,480074702
DN,0.003976143869779961,0.003976143869779961,0.0036896131192406534,0.004262674644087364,0.004262674644087364,0.0036896131192406534,False,480074702
DORpm,0.013047861668288899,0.013047861668288899,0.013856001655421706,0.012239721681156095,0.012239721681156095,0.013856001655421706,False,480074702
DORsm,0.009053917589339095,0.009053917589339095,0.009490411380535902,0.008617423798142296,0.008617423798142296,0.009490411380535902,False,480074702
DP,0.02300972397817536,0.02300972397817536,0.021511036962510822,0.024508410943440105,0.024508410943440105,0.021511036962510822,False,480074702
DR,0.1447311700065707,0.1447311700065707,0.15108045218512417,0.13854122310876832,0.13854122310876832,0.15108045218512417,False,480074702
DT,0.010698339975142522,0.010698339975142522,0.01202060764335328,0.00937607235267702,0.00937607235267702,0.01202060764335328,False,480074702
DTN,0.0026852875186748216,0.0026852875186748216,0.0033291937519606906,0.0020413831907034044,0.0020413831907034044,0.0033291937519606906,False,480074702
ECT,0.01701851949701432,0.01701851949701432,0.016578298560979525,0.017458740433049118,0.017458740433049118,0.016578298560979525,False,480074702
ECT1,0.01991911165500105,0.01991911165500105,0.02122680114553078,0.018611422013691446,0.018611422013691446,0.02122680114553078,False,480074702
ECT2/3,0.013916641583984328,0.013916641583984328,0.014151674712069028,0.01368160837049232,0.01368160837049232,0.014151674712069028,False,480074702
ECT5,0.016847579110934652,0.016847579110934652,0.016534230343677327,0.017160927868235372,0.017160927868235372,0.016534230343677327,False,480074702
ECT6a,0.019511787765511313,0.019511787765511313,0.017596990156744114,0.021426585204972055,0.021426585204972055,0.017596990156744114,False,480074702
ECT6b,0.014478456722019702,0.014478456722019702,0.009525107748345352,0.019431805698695813,0.019431805698695813,0.009525107748345352,False,480074702
ECU,0.001861230051120876,0.001861230051120876,0.0021716567449402407,0.0015508033696278111,0.0015508033696278111,0.0021716567449402407,False,480074702
ENT,0.012859487900279992,0.012859487900279992,0.01290075189317241,0.012818223907387575,0.012818223907387575,0.01290075189317241,False,480074702
ENTl,0.020254712341231114,0.020254712341231114,0.02049734995681423,0.020012074725648005,0.020012074725648005,0.02049734995681423,False,480074702
ENTl1,0.022116463899181527,0.022116463899181527,0.02390473807463417,0.020328189517204,0.020328189517204,0.02390473807463417,False,480074702
ENTl2,0.014967173633117335,0.014967173633117335,0.01459200510288318,0.015342341958989167,0.015342341958989167,0.01459200510288318,False,480074702
ENTl3,0.020740557298557557,0.020740557298557557,0.021618761717036195,0.019862352907512048,0.019862352907512048,0.021618761717036195,False,480074702
