acronym,value,value_mean,value_ipsi,value_contra,value_left,value_right,is_seed,tract_experiment_id
lfbs,1.0,1.0,1.0,0.0,1.0,1.0,True,583747816
ILA2/3,0.267769607419288,0.267769607419288,0.267769607419288,0.0,0.267769607419288,0.267769607419288,True,583747816
ILA,0.55715470304046,0.55715470304046,0.55715470304046,0.0,0.55715470304046,0.55715470304046,True,583747816
ILA6a,0.571715712547302,0.571715712547302,0.571715712547302,0.0,0.571715712547302,0.571715712547302,True,583747816
ILA5,0.53122478723526,0.53122478723526,0.53122478723526,0.0,0.53122478723526,0.53122478723526,True,583747816
OLF,0.576394202523126,0.576394202523126,0.576394202523126,0.0,0.576394202523126,0.576394202523126,True,583747816
DP,0.576394202523126,0.576394202523126,0.576394202523126,0.0,0.576394202523126,0.576394202523126,True,583747816
MOs6b,0.924294122546158,0.924294122546158,0.924294122546158,0.0,0.924294122546158,0.924294122546158,True,583747816
ccb,1.0,1.0,1.0,0.0,1.0,1.0,True,583747816
PL6b,0.605850349929822,0.605850349929822,0.605850349929822,0.0,0.605850349929822,0.605850349929822,True,583747816
PL1,1.0,1.0,1.0,0.0,1.0,1.0,True,583747816
MOp,0.0,0.0,0.0,0.0,0.0,0.0,True,583747816
MOp6a,0.0,0.0,0.0,0.0,0.0,0.0,True,583747816
AAA,7.730256095914472e-05,7.730256095914472e-05,5.195793093376456e-05,0.00010264719101341785,5.195793093376456e-05,0.00010264719101341785,False,583747816
ACA,0.06350806545891126,0.06350806545891126,0.043342753380516796,0.08437970017759308,0.043342753380516796,0.08437970017759308,False,583747816
ACAd,0.06125354073394283,0.06125354073394283,0.04118227056860153,0.08215946424250264,0.04118227056860153,0.08215946424250264,False,583747816
ACAd1,0.0748376138091486,0.0748376138091486,0.05063203731457201,0.09954088581716238,0.05063203731457201,0.09954088581716238,False,583747816
ACAd2/3,0.0622690236317496,0.0622690236317496,0.044322474557088994,0.08101799907005137,0.044322474557088994,0.08101799907005137,False,583747816
ACAd5,0.057483752304928554,0.057483752304928554,0.03697851632576504,0.07935260109219347,0.03697851632576504,0.07935260109219347,False,583747816
ACAd6a,0.0556501202465628,0.0556501202465628,0.03825010862695893,0.07348374593044248,0.03825010862695893,0.07348374593044248,False,583747816
ACAd6b,0.04598142501438415,0.04598142501438415,0.034520242556675,0.057481507264732154,0.034520242556675,0.057481507264732154,False,583747816
ACAv,0.06776927603849124,0.06776927603849124,0.04661068150177619,0.08981274859199369,0.04661068150177619,0.08981274859199369,False,583747816
ACAv1,0.07813249070365473,0.07813249070365473,0.051860717585498144,0.10487590900283619,0.051860717585498144,0.10487590900283619,False,583747816
ACAv2/3,0.06417360593674899,0.06417360593674899,0.04468398595832781,0.08418480280580515,0.04468398595832781,0.08418480280580515,False,583747816
ACAv5,0.0635795523221763,0.0635795523221763,0.043757034870474595,0.0846961281535115,0.043757034870474595,0.0846961281535115,False,583747816
ACAv6a,0.07290526135232966,0.07290526135232966,0.05208938092858958,0.09457702770298199,0.05208938092858958,0.09457702770298199,False,583747816
ACAv6b,0.051438451471977814,0.051438451471977814,0.03710958231278736,0.06602180522459661,0.03710958231278736,0.06602180522459661,False,583747816
ACB,0.0021771919111050583,0.0021771919111050583,0.001447371522266022,0.0029070174528979293,0.001447371522266022,0.0029070174528979293,False,583747816
ACVII,3.367619695994612e-05,3.367619695994612e-05,4.087455422182507e-06,6.326493880181863e-05,4.087455422182507e-06,6.326493880181863e-05,False,583747816
AD,0.007604713624962217,0.007604713624962217,0.0060971293177776,0.009112297976485847,0.0060971293177776,0.009112297976485847,False,583747816
ADP,0.00016369415960575915,0.00016369415960575915,6.138230544454637e-05,0.00026600601508163966,6.138230544454637e-05,0.00026600601508163966,False,583747816
AHN,0.0016713165726486765,0.0016713165726486765,0.0009308454659735653,0.0024117876805380893,0.0009308454659735653,0.0024117876805380893,False,583747816
AI,0.0008993170417684036,0.0008993170417684036,0.0008752805863294327,0.0009233629330671475,0.0008752805863294327,0.0009233629330671475,False,583747816
AId,0.0006309025350458261,0.0006309025350458261,0.0006425556720949291,0.0006192496209179586,0.0006425556720949291,0.0006192496209179586,False,583747816
AId1,0.0004230254234243195,0.0004230254234243195,0.0004624977422321276,0.0003835531953032641,0.0004624977422321276,0.0003835531953032641,False,583747816
AId2/3,4.849155167812975e-05,4.849155167812975e-05,4.458938292405661e-05,5.239595706788023e-05,4.458938292405661e-05,5.239595706788023e-05,False,583747816
AId5,8.591854746241751e-05,8.591854746241751e-05,6.505205313662487e-05,0.00010678890555439626,6.505205313662487e-05,0.00010678890555439626,False,583747816
AId6a,0.0020660311434472813,0.0020660311434472813,0.0020809844631983986,0.0020510778274035447,0.0020809844631983986,0.0020510778274035447,False,583747816
AId6b,0.007575937196328071,0.007575937196328071,0.00858561783603964,0.006566256518910767,0.00858561783603964,0.006566256518910767,False,583747816
AIp,0.0005564031403465257,0.0005564031403465257,0.0006745503243829315,0.00043825596565251907,0.0006745503243829315,0.00043825596565251907,False,583747816
AIp1,0.00032566398363830976,0.00032566398363830976,0.000363816707813161,0.00028751125843500967,0.000363816707813161,0.00028751125843500967,False,583747816
AIp2/3,3.465328794771986e-05,3.465328794771986e-05,2.4692692337705544e-05,4.46138835764216e-05,2.4692692337705544e-05,4.46138835764216e-05,False,583747816
AIp5,7.765715236007709e-05,7.765715236007709e-05,7.884292288822387e-05,7.647138211427128e-05,7.884292288822387e-05,7.647138211427128e-05,False,583747816
AIp6a,0.0023162634019950785,0.0023162634019950785,0.0028191933409162716,0.001813333463436777,0.0028191933409162716,0.001813333463436777,False,583747816
AIp6b,0.005895054831577841,0.005895054831577841,0.008779629353400441,0.003010480331241722,0.008779629353400441,0.003010480331241722,False,583747816
AIv,0.0019569495631987874,0.0019569495631987874,0.0016566379502961383,0.002257347925975624,0.0016566379502961383,0.002257347925975624,False,583747816
AIv1,0.00206913502423417,0.00206913502423417,0.001750738452686425,0.0023875412729670044,0.001750738452686425,0.0023875412729670044,False,583747816
AIv2/3,0.0017132756622087275,0.0017132756622087275,0.0013580278407370825,0.002068656765034789,0.0013580278407370825,0.002068656765034789,False,583747816
AIv5,0.0013137502293687708,0.0013137502293687708,0.0010465651165400946,0.0015810050402270124,0.0010465651165400946,0.0015810050402270124,False,583747816
AIv6a,0.005231785481466156,0.005231785481466156,0.005014671266481222,0.005448899731745115,0.005014671266481222,0.005448899731745115,False,583747816
AIv6b,0.011910662014830223,0.011910662014830223,0.011420500889763308,0.0124008231651365,0.011420500889763308,0.0124008231651365,False,583747816
AM,0.0478098142513745,0.0478098142513745,0.03168958206158226,0.06393004644116673,0.03168958206158226,0.06393004644116673,False,583747816
AMB,1.6387089345810512e-05,1.6387089345810512e-05,2.006765195988258e-05,1.2706526731739361e-05,2.006765195988258e-05,1.2706526731739361e-05,False,583747816
AMBd,1.9959027174014107e-05,1.9959027174014107e-05,3.0581179118471795e-05,9.336875097250355e-06,3.0581179118471795e-05,9.336875097250355e-06,False,583747816
AMBv,1.2924856210592657e-05,1.2924856210592657e-05,9.877025954484624e-06,1.597268643324233e-05,9.877025954484624e-06,1.597268643324233e-05,False,583747816
AMd,0.05051928583250442,0.05051928583250442,0.035737390077598546,0.06530118151187593,0.035737390077598546,0.06530118151187593,False,583747816
AMv,0.043831246472080164,0.043831246472080164,0.025745811125034043,0.06191668156927304,0.025745811125034043,0.06191668156927304,False,583747816
AN,1.646134451704891e-05,1.646134451704891e-05,1.7072566303336092e-05,1.5850230426875378e-05,1.7072566303336092e-05,1.5850230426875378e-05,False,583747816
ANcr1,1.728838820916292e-05,1.728838820916292e-05,1.804039822293772e-05,1.653637748854367e-05,1.804039822293772e-05,1.653637748854367e-05,False,583747816
ANcr2,1.553995745480005e-05,1.553995745480005e-05,1.5994134396808904e-05,1.5085973135647661e-05,1.5994134396808904e-05,1.5085973135647661e-05,False,583747816
AOB,0.00018882814507784653,0.00018882814507784653,0.00017594286675948385,0.00020172357258215428,0.00017594286675948385,0.00020172357258215428,False,583747816
AOBgl,0.0007599655410982852,0.0007599655410982852,0.0006984224719310322,0.0008215076145873322,0.0006984224719310322,0.0008215076145873322,False,583747816
AOBgr,1.1603875091733833e-05,1.1603875091733833e-05,1.0195008378842047e-05,1.2956946280877776e-05,1.0195008378842047e-05,1.2956946280877776e-05,False,583747816
AOBmi,1.1288625493068848e-05,1.1288625493068848e-05,1.622639320175615e-05,6.350838197943974e-06,1.622639320175615e-05,6.350838197943974e-06,False,583747816
AON,0.00028054911224255265,0.00028054911224255265,0.00018691275356138862,0.0003741860820595102,0.00018691275356138862,0.0003741860820595102,False,583747816
AP,0.00011720653913683185,0.00011720653913683185,0.00010429467387218725,0.0001301184041588252,0.00010429467387218725,0.0001301184041588252,False,583747816
APN,0.008015726256275677,0.008015726256275677,0.0033745417244770174,0.01265691075302219,0.0033745417244770174,0.01265691075302219,False,583747816
APr,0.0008879795776966103,0.0008879795776966103,0.0004991715181557238,0.0012767816587058369,0.0004991715181557238,0.0012767816587058369,False,583747816
AQ,0.0001610004643739657,0.0001610004643739657,0.0001344491385863181,0.00018755179016209414,0.0001344491385863181,0.00018755179016209414,False,583747816
ARH,0.0002165259911950745,0.0002165259911950745,0.00022423404092517083,0.00020881794153992378,0.00022423404092517083,0.00020881794153992378,False,583747816
ASO,0.0019198243135877973,0.0019198243135877973,0.0014396988821006723,0.002399949742066001,0.0014396988821006723,0.002399949742066001,False,583747816
AT,0.008582976295306813,0.008582976295306813,0.005440388681897377,0.011725563958353788,0.005440388681897377,0.011725563958353788,False,583747816
ATN,0.023751106259528997,0.023751106259528997,0.014059080467759916,0.03344313205129807,0.014059080467759916,0.03344313205129807,False,583747816
AUD,0.0006715589684558534,0.0006715589684558534,0.0004850545955783529,0.0008580615201640413,0.0004850545955783529,0.0008580615201640413,False,583747816
AUDd,0.0009280349190587891,0.0009280349190587891,0.0006103745037516773,0.0012456830042298927,0.0006103745037516773,0.0012456830042298927,False,583747816
AUDd1,0.0028060026199115042,0.0028060026199115042,0.001382394769505046,0.004229486861095245,0.001382394769505046,0.004229486861095245,False,583747816
AUDd2/3,0.0003910745946166365,0.0003910745946166365,0.0002716616401096508,0.0005104875510594099,0.0002716616401096508,0.0005104875510594099,False,583747816
AUDd4,0.00011695716555824586,0.00011695716555824586,8.244403064538177e-05,0.00015147030034107732,8.244403064538177e-05,0.00015147030034107732,False,583747816
AUDd5,0.00033224898517430145,0.00033224898517430145,0.00023489584641626614,0.0004296020908187703,0.00023489584641626614,0.0004296020908187703,False,583747816
AUDd6a,0.001319889182913247,0.001319889182913247,0.0011973554994889092,0.00144242286719381,0.0011973554994889092,0.00144242286719381,False,583747816
AUDd6b,0.002423657301493415,0.002423657301493415,0.0022286430708716304,0.0026186715538711555,0.0022286430708716304,0.0026186715538711555,False,583747816
AUDp,0.00044122648210866654,0.00044122648210866654,0.00031811923363070615,0.0005643340130003515,0.00031811923363070615,0.0005643340130003515,False,583747816
AUDp1,0.0012921610647724862,0.0012921610647724862,0.0007041010527757631,0.0018802296280657944,0.0007041010527757631,0.0018802296280657944,False,583747816
AUDp2/3,0.00013091524548752725,0.00013091524548752725,8.683641089643987e-05,0.0001749940795729141,8.683641089643987e-05,0.0001749940795729141,False,583747816
AUDp4,5.392674999043638e-05,5.392674999043638e-05,5.388363378495074e-05,5.3969865812376124e-05,5.388363378495074e-05,5.3969865812376124e-05,False,583747816
AUDp5,0.00013679803712477186,0.00013679803712477186,0.00011141729610720399,0.0001621787777301158,0.00011141729610720399,0.0001621787777301158,False,583747816
AUDp6a,0.0007457377132870404,0.0007457377132870404,0.0007131777726871085,0.0007782976501086996,0.0007131777726871085,0.0007782976501086996,False,583747816
AUDp6b,0.00125760546500552,0.00125760546500552,0.0013410071559850577,0.0011742037736218003,0.0013410071559850577,0.0011742037736218003,False,583747816
AUDpo,0.001958629229763429,0.001958629229763429,0.0015327971165526966,0.0023844613288871667,0.0015327971165526966,0.0023844613288871667,False,583747816
AUDpo1,0.004399195581621319,0.004399195581621319,0.0024937502573467423,0.006304640890184723,0.0024937502573467423,0.006304640890184723,False,583747816
AUDpo2/3,0.0009213972132360768,0.0009213972132360768,0.0008368350173532696,0.0010059594094402238,0.0008368350173532696,0.0010059594094402238,False,583747816
AUDpo4,0.000398446250666686,0.000398446250666686,0.0003739294451843152,0.0004229630560802763,0.0003739294451843152,0.0004229630560802763,False,583747816
AUDpo5,0.0009943835557674869,0.0009943835557674869,0.0009291901682409411,0.00105957693323262,0.0009291901682409411,0.00105957693323262,False,583747816
AUDpo6a,0.0035461377870220977,0.0035461377870220977,0.0033179775799825986,0.003774297996715965,0.0033179775799825986,0.003774297996715965,False,583747816
AUDpo6b,0.004339862150955049,0.004339862150955049,0.004238091182208315,0.004441633128319663,0.004238091182208315,0.004441633128319663,False,583747816
AUDv,0.00033906953192935647,0.00033906953192935647,0.0002458459523152388,0.00043229311154347426,0.0002458459523152388,0.00043229311154347426,False,583747816
AUDv1,0.0008423044762213,0.0008423044762213,0.0005198163778674987,0.0011647925773228015,0.0005198163778674987,0.0011647925773228015,False,583747816
AUDv2/3,0.00016205969440401914,0.00016205969440401914,0.00010608646753323825,0.00021803292172417428,0.00010608646753323825,0.00021803292172417428,False,583747816
AUDv4,6.094437768152025e-05,6.094437768152025e-05,4.027218974843622e-05,8.161656563429213e-05,4.027218974843622e-05,8.161656563429213e-05,False,583747816
AUDv5,0.00012874351605023432,0.00012874351605023432,8.163340259220246e-05,0.00017585362974326086,8.163340259220246e-05,0.00017585362974326086,False,583747816
AUDv6a,0.0006339865655184312,0.0006339865655184312,0.0005589359384849533,0.0007090371871453864,0.0005589359384849533,0.0007090371871453864,False,583747816
AUDv6b,0.0009622339432777869,0.0009622339432777869,0.0009230367138504457,0.001001431169837059,0.0009230367138504457,0.001001431169837059,False,583747816
AV,0.01834623413157749,0.01834623413157749,0.010499744617416854,0.026192723654135584,0.010499744617416854,0.026192723654135584,False,583747816
AVP,0.0009924332790198604,0.0009924332790198604,0.00031009375073506385,0.001674772822395064,0.00031009375073506385,0.001674772822395064,False,583747816
AVPV,0.00027358988995905954,0.00027358988995905954,0.0001221316264962239,0.0004250481493681965,0.0001221316264962239,0.0004250481493681965,False,583747816
Acs5,4.104341818205401e-06,4.104341818205401e-06,6.332293492383869e-06,1.8763900495479934e-06,6.332293492383869e-06,1.8763900495479934e-06,False,583747816
B,0.001397400714444385,0.001397400714444385,0.0010835348213884973,0.001711266612437767,0.0010835348213884973,0.001711266612437767,False,583747816
BA,0.00022146700737530494,0.00022146700737530494,0.0003096807982403761,0.0001332532161215363,0.0003096807982403761,0.0001332532161215363,False,583747816
BAC,0.0002200023684225933,0.0002200023684225933,0.00016109555605568583,0.00027890918186932937,0.00016109555605568583,0.00027890918186932937,False,583747816
BLA,0.000714914801638368,0.000714914801638368,0.000568726834284174,0.0008611027689925624,0.000568726834284174,0.0008611027689925624,False,583747816
BLAa,0.0016047966043177982,0.0016047966043177982,0.0012907513345101205,0.0019188418725218693,0.0012907513345101205,0.0019188418725218693,False,583747816
BLAp,0.00016356299410283124,0.00016356299410283124,0.00011621545656719814,0.00021091052913916258,0.00011621545656719814,0.00021091052913916258,False,583747816
BLAv,1.7023575929848316e-05,1.7023575929848316e-05,1.1228430107760022e-05,2.2818721671519355e-05,1.1228430107760022e-05,2.2818721671519355e-05,False,583747816
BMA,2.8351586627788423e-05,2.8351586627788423e-05,1.4274188905589055e-05,4.2428984349988565e-05,1.4274188905589055e-05,4.2428984349988565e-05,False,583747816
BMAa,2.740506062111398e-05,2.740506062111398e-05,1.736071269403798e-05,3.744940850780849e-05,1.736071269403798e-05,3.744940850780849e-05,False,583747816
BMAp,2.9363594867849356e-05,2.9363594867849356e-05,1.097413519030696e-05,4.7753054853195365e-05,1.097413519030696e-05,4.7753054853195365e-05,False,583747816
BS,0.0044755968979498005,0.0044755968979498005,0.0025147817769509743,0.006436412333094092,0.0025147817769509743,0.006436412333094092,False,583747816
BST,0.0005410371608521363,0.0005410371608521363,0.00022060955834491403,0.0008614644463078667,0.00022060955834491403,0.0008614644463078667,False,583747816
CA,3.035709892665357e-05,3.035709892665357e-05,2.3646141590436536e-05,3.706803266258614e-05,2.3646141590436536e-05,3.706803266258614e-05,False,583747816
CA1,1.4966842913144753e-05,1.4966842913144753e-05,1.3733049322049864e-05,1.6200653433489355e-05,1.3733049322049864e-05,1.6200653433489355e-05,False,583747816
CA2,3.172937038050562e-05,3.172937038050562e-05,3.093654423782983e-05,3.2522196707211234e-05,3.093654423782983e-05,3.2522196707211234e-05,False,583747816
CA3,5.529537174926575e-05,5.529537174926575e-05,3.9222476737223135e-05,7.136826532130381e-05,3.9222476737223135e-05,7.136826532130381e-05,False,583747816
CB,4.1004270932034067e-05,4.1004270932034067e-05,3.7824159797823854e-05,4.418441311173544e-05,3.7824159797823854e-05,4.418441311173544e-05,False,583747816
CBN,1.3104351099668074e-05,1.3104351099668074e-05,9.54831225930499e-06,1.666038994003167e-05,9.54831225930499e-06,1.666038994003167e-05,False,583747816
CBX,3.145378468813923e-05,3.145378468813923e-05,2.895225632051549e-05,3.395529776030905e-05,2.895225632051549e-05,3.395529776030905e-05,False,583747816
CEA,0.00016620018298692038,0.00016620018298692038,7.958002519772866e-05,0.00025282034077611307,7.958002519772866e-05,0.00025282034077611307,False,583747816
CEAc,0.0002549486573132161,0.0002549486573132161,0.00019375309333417834,0.0003161442198187733,0.00019375309333417834,0.0003161442198187733,False,583747816
CEAl,6.67067569552494e-05,6.67067569552494e-05,1.9717961666933116e-05,0.00011369555098579714,1.9717961666933116e-05,0.00011369555098579714,False,583747816
CEAm,0.00016404000804839825,0.00016404000804839825,5.3147892680023235e-05,0.0002749321235191424,5.3147892680023235e-05,0.0002749321235191424,False,583747816
CENT,3.977506249895533e-05,3.977506249895533e-05,3.405208796589003e-05,4.549791434715388e-05,3.405208796589003e-05,4.549791434715388e-05,False,583747816
CENT2,4.518069594168817e-05,4.518069594168817e-05,3.3552181976517514e-05,5.680907193660536e-05,3.3552181976517514e-05,5.680907193660536e-05,False,583747816
CENT3,3.71439046301146e-05,3.71439046301146e-05,3.429554017892016e-05,3.9992172978157256e-05,3.429554017892016e-05,3.9992172978157256e-05,False,583747816
CH,0.004426832229056949,0.004426832229056949,0.0031169750524044164,0.005739009631039047,0.0031169750524044164,0.005739009631039047,False,583747816
CL,0.02666341576651798,0.02666341576651798,0.013447856211456269,0.039878975295731874,0.013447856211456269,0.039878975295731874,False,583747816
CLA,0.018597163971191186,0.018597163971191186,0.019014350868958564,0.018179937872396527,0.019014350868958564,0.018179937872396527,False,583747816
CLI,0.0005809591675556393,0.0005809591675556393,0.0004846677433620877,0.0006772505874160037,0.0004846677433620877,0.0006772505874160037,False,583747816
CM,0.006092452778876038,0.006092452778876038,0.004998221400001043,0.007186684120273104,0.004998221400001043,0.007186684120273104,False,583747816
CN,7.015577987758444e-05,7.015577987758444e-05,7.091088656136029e-05,6.94006731938097e-05,7.091088656136029e-05,6.94006731938097e-05,False,583747816
CNU,0.007048356256233997,0.007048356256233997,0.005356854654318028,0.008739861383453526,0.005356854654318028,0.008739861383453526,False,583747816
COA,6.637720509320464e-05,6.637720509320464e-05,7.342530172754e-05,5.933096653561779e-05,7.342530172754e-05,5.933096653561779e-05,False,583747816
COAa,7.218799367772348e-05,7.218799367772348e-05,7.139874980278422e-05,7.297058272752104e-05,7.139874980278422e-05,7.297058272752104e-05,False,583747816
COAp,6.45860629480536e-05,6.45860629480536e-05,7.403262734015098e-05,5.513983902825094e-05,7.403262734015098e-05,5.513983902825094e-05,False,583747816
COApl,7.754593011084798e-05,7.754593011084798e-05,8.606905270126512e-05,6.902380098546856e-05,8.606905270126512e-05,6.902380098546856e-05,False,583747816
COApm,5.255882949520588e-05,5.255882949520588e-05,6.286494716372252e-05,4.225273008344179e-05,6.286494716372252e-05,4.225273008344179e-05,False,583747816
COPY,3.0808197705679567e-05,3.0808197705679567e-05,3.440559255282948e-05,2.7210736665948598e-05,3.440559255282948e-05,2.7210736665948598e-05,False,583747816
CP,0.013399802920151012,0.013399802920151012,0.010406556720713726,0.016393131727257308,0.010406556720713726,0.016393131727257308,False,583747816
CS,0.01672579511661536,0.01672579511661536,0.013581145947882869,0.019870436269113886,0.013581145947882869,0.019870436269113886,False,583747816
CTX,0.0037747009117051213,0.0037747009117051213,0.0025606634619589237,0.00499096323396051,0.0025606634619589237,0.00499096323396051,False,583747816
CTXpl,0.0038754455977083276,0.0038754455977083276,0.002610084750057366,0.0051432262901708855,0.002610084750057366,0.0051432262901708855,False,583747816
CTXsp,0.001408136105729996,0.001408136105729996,0.0013971537145218294,0.001419117680048719,0.0013971537145218294,0.001419117680048719,False,583747816
CU,8.881801962287661e-05,8.881801962287661e-05,0.00014046991074888709,3.7166155005702165e-05,0.00014046991074888709,3.7166155005702165e-05,False,583747816
CUL,2.344230680777816e-05,2.344230680777816e-05,2.1128239502871984e-05,2.5756275894500393e-05,2.1128239502871984e-05,2.5756275894500393e-05,False,583747816
"CUL4, 5",2.344230679632535e-05,2.344230679632535e-05,2.1128239499511015e-05,2.5756275863502928e-05,2.1128239499511015e-05,2.5756275863502928e-05,False,583747816
CUN,0.0011395290300596013,0.0011395290300596013,0.0003969324712847819,0.0018821255926000041,0.0003969324712847819,0.0018821255926000041,False,583747816
DCN,7.976208860783837e-05,7.976208860783837e-05,0.00012077845542675238,3.874571721218786e-05,0.00012077845542675238,3.874571721218786e-05,False,583747816
DCO,4.03946279075234e-05,4.03946279075234e-05,4.036031885997434e-05,4.042893692595645e-05,4.036031885997434e-05,4.042893692595645e-05,False,583747816
DEC,1.4552590170144187e-05,1.4552590170144187e-05,1.5040838518738268e-05,1.4064341830617422e-05,1.5040838518738268e-05,1.4064341830617422e-05,False,583747816
DG,0.0001900582476298186,0.0001900582476298186,0.00015014238862852959,0.00022997533287703612,0.00015014238862852959,0.00022997533287703612,False,583747816
DG-mo,0.0002848158437921211,0.0002848158437921211,0.00022558784651614767,0.0003440458050609621,0.00022558784651614767,0.0003440458050609621,False,583747816
DG-po,4.337620173618376e-06,4.337620173618376e-06,3.740407589360307e-06,4.934832779775564e-06,3.740407589360307e-06,4.934832779775564e-06,False,583747816
DG-sg,1.5129277945491555e-05,1.5129277945491555e-05,1.0240150258245803e-05,2.0018460410942695e-05,1.0240150258245803e-05,2.0018460410942695e-05,False,583747816
DMH,0.0005612195380444515,0.0005612195380444515,0.0004068656383955344,0.0007155734360085491,0.0004068656383955344,0.0007155734360085491,False,583747816
DMX,5.7202750020657227e-05,5.7202750020657227e-05,7.932770536449536e-05,3.5077795014416485e-05,7.932770536449536e-05,3.5077795014416485e-05,False,583747816
DN,7.626308616647764e-06,7.626308616647764e-06,6.0996222134292916e-06,9.152994957292351e-06,6.0996222134292916e-06,9.152994957292351e-06,False,583747816
DORpm,0.01127242516488455,0.01127242516488455,0.006229163398450596,0.016315686931318508,0.006229163398450596,0.016315686931318508,False,583747816
DORsm,0.00475766578801481,0.00475766578801481,0.0022050116958024922,0.0073103198802271264,0.0022050116958024922,0.0073103198802271264,False,583747816
DP,0.0038839994825316426,0.0038839994825316426,0.002332952535456758,0.0054350692974814785,0.002332952535456758,0.0054350692974814785,False,583747816
DR,0.005176716367841978,0.005176716367841978,0.004865136439841895,0.0054882962863364955,0.004865136439841895,0.0054882962863364955,False,583747816
DT,0.0008629217756216244,0.0008629217756216244,0.00032705189493448413,0.0013987916551723698,0.00032705189493448413,0.0013987916551723698,False,583747816
DTN,0.004289761463017745,0.004289761463017745,0.0035007339308671527,0.005078788979280995,0.0035007339308671527,0.005078788979280995,False,583747816
ECT,0.001205700219506665,0.001205700219506665,0.0011956821957630674,0.001215718243250265,0.0011956821957630674,0.001215718243250265,False,583747816
ECT1,0.00128314146143161,0.00128314146143161,0.0007776993579158217,0.0017885835671500943,0.0007776993579158217,0.0017885835671500943,False,583747816
ECT2/3,0.0004110319834318042,0.0004110319834318042,0.00030094682598603696,0.0005211171412554373,0.00030094682598603696,0.0005211171412554373,False,583747816
ECT5,0.0008784859412269798,0.0008784859412269798,0.0008161346061896634,0.0009408372756013521,0.0008161346061896634,0.0009408372756013521,False,583747816
ECT6a,0.002490588709863196,0.002490588709863196,0.0028986331707833864,0.00208254424867877,0.0028986331707833864,0.00208254424867877,False,583747816
ECT6b,0.001755829354086199,0.001755829354086199,0.0024377671440252396,0.0010738915583131216,0.0024377671440252396,0.0010738915583131216,False,583747816
ECU,9.947140281151339e-05,9.947140281151339e-05,0.00010862354735823151,9.03192584752218e-05,0.00010862354735823151,9.03192584752218e-05,False,583747816
ENT,0.0005555612897034315,0.0005555612897034315,0.0005453388917342623,0.0005657835966085285,0.0005453388917342623,0.0005657835966085285,False,583747816
ENTl,0.0007698637377170078,0.0007698637377170078,0.0007893482872999685,0.0007503791636104758,0.0007893482872999685,0.0007503791636104758,False,583747816
ENTl1,0.0004084114415961834,0.0004084114415961834,0.00034160640559346793,0.0004752164772105719,0.00034160640559346793,0.0004752164772105719,False,583747816
ENTl2,0.0005880212599734366,0.0005880212599734366,0.0005354224433203925,0.0006406200802728022,0.0005354224433203925,0.0006406200802728022,False,583747816
ENTl3,0.0008257606038520653,0.0008257606038520653,0.0008508106219178771,0.0008007105926922274,0.0008508106219178771,0.0008007105926922274,False,583747816
ENTl5,0.0011759505205036758,0.0011759505205036758,0.0012615714735369139,0.0010903295530541868,0.0012615714735369139,0.0010903295530541868,False,583747816
ENTl6a,0.0007620801692281702,0.0007620801692281702,0.0008753182008982135,0.0006488416334434787,0.0008753182008982135,0.0006488416334434787,False,583747816
ENTm,0.000283217350985874,0.000283217350985874,0.0002352421775657413,0.00033119229373864,0.0002352421775657413,0.00033119229373864,False,583747816
ENTm1,0.00031461819934126167,0.00031461819934126167,0.00027721389205883755,0.000352022507656846,0.00027721389205883755,0.000352022507656846,False,583747816
ENTm2,0.00011609147424300543,0.00011609147424300543,0.00010931293194930341,0.00012287001522157993,0.00010931293194930341,0.00012287001522157993,False,583747816
ENTm3,0.00017885024280845556,0.00017885024280845556,0.00016124842251508912,0.0001964518683105878,0.00016124842251508912,0.0001964518683105878,False,583747816
ENTm5,0.00046121276648634983,0.00046121276648634983,0.0003412265760176457,0.0005811980380509578,0.0003412265760176457,0.0005811980380509578,False,583747816
ENTm6,0.0004615817416585477,0.0004615817416585477,0.00036684397304734913,0.0005563178021866018,0.00036684397304734913,0.0005563178021866018,False,583747816
EP,0.00022706776387921947,0.00022706776387921947,0.0002306481952828606,0.0002234885965985254,0.0002306481952828606,0.0002234885965985254,False,583747816
EPI,0.0034213216470771455,0.0034213216470771455,0.001559607000938979,0.005283036293215313,0.001559607000938979,0.005283036293215313,False,583747816
EPd,0.000327426039048956,0.000327426039048956,0.0003345732247395853,0.00032028248160942386,0.0003345732247395853,0.00032028248160942386,False,583747816
EPv,3.93222313246803e-05,3.93222313246803e-05,3.622378576272014e-05,4.24206767931809e-05,3.622378576272014e-05,4.24206767931809e-05,False,583747816
EW,0.0077320992878734925,0.0077320992878734925,0.00729539497265401,0.008168803567603416,0.00729539497265401,0.008168803567603416,False,583747816
Eth,0.008354687130601104,0.008354687130601104,0.0027357007441281686,0.01397367350234459,0.0027357007441281686,0.01397367350234459,False,583747816
FC,0.00018240404191873747,0.00018240404191873747,0.00017162467708538575,0.00019318340559528835,0.00017162467708538575,0.00019318340559528835,False,583747816
FF,0.015082813694307338,0.015082813694307338,0.007137135540886561,0.02302849167634067,0.007137135540886561,0.02302849167634067,False,583747816
FL,3.85128022203714e-05,3.85128022203714e-05,3.27168589894341e-05,4.430523993507964e-05,3.27168589894341e-05,4.430523993507964e-05,False,583747816
