acronym,value,value_mean,value_ipsi,value_contra,value_left,value_right,is_seed,tract_experiment_id
FN,1.3177574811313854e-05,1.3177574811313854e-05,7.5753991011085764e-06,1.8779750442171188e-05,7.5753991011085764e-06,1.8779750442171188e-05,False,583747816
FOTU,9.952311365105918e-06,9.952311365105918e-06,9.28567645276929e-06,1.0618916738220655e-05,9.28567645276929e-06,1.0618916738220655e-05,False,583747816
FRP,0.0011906628961838167,0.0011906628961838167,0.000994565946024226,0.0013867654399026064,0.000994565946024226,0.0013867654399026064,False,583747816
FRP1,0.002441108623853343,0.002441108623853343,0.002194336417465285,0.002687874803538121,0.002194336417465285,0.002687874803538121,False,583747816
FRP2/3,0.0011111128572506477,0.0011111128572506477,0.0009373508367990236,0.0012848744592263812,0.0009373508367990236,0.0012848744592263812,False,583747816
FRP5,0.0005364729306777773,0.0005364729306777773,0.0003965010971145068,0.0006764447692292869,0.0003965010971145068,0.0006764447692292869,False,583747816
FRP6a,0.000662746627429612,0.000662746627429612,0.00035281260878776297,0.0009726806447085344,0.00035281260878776297,0.0009726806447085344,False,583747816
FRP6b,0.0012055565844369732,0.0012055565844369732,0.0007749840401406593,0.001636129124428696,0.0007749840401406593,0.001636129124428696,False,583747816
FS,0.0001757133923416302,0.0001757133923416302,0.0001000281342046738,0.0002513986510050298,0.0001000281342046738,0.0002513986510050298,False,583747816
GENd,0.0007195864637688251,0.0007195864637688251,0.0002816637796370442,0.0011575091479006164,0.0002816637796370442,0.0011575091479006164,False,583747816
GENv,0.003263202441580429,0.003263202441580429,0.0012416286758724986,0.005284776207288361,0.0012416286758724986,0.005284776207288361,False,583747816
GPe,0.001152907679378767,0.001152907679378767,0.0007037576088119985,0.001602057746533984,0.0007037576088119985,0.001602057746533984,False,583747816
GPi,0.0029659110599740647,0.0029659110599740647,0.0014760312072180709,0.004455790897874291,0.0014760312072180709,0.004455790897874291,False,583747816
GR,4.2801600122540975e-05,4.2801600122540975e-05,4.04109730995491e-05,4.519222715120928e-05,4.04109730995491e-05,4.519222715120928e-05,False,583747816
GRN,0.0001418676582084282,0.0001418676582084282,0.00013983686990666838,0.0001438980926280659,0.00013983686990666838,0.0001438980926280659,False,583747816
GU,0.0007780086063824918,0.0007780086063824918,0.0009690463804191697,0.0005869708323458164,0.0009690463804191697,0.0005869708323458164,False,583747816
GU1,0.0009520008528144976,0.0009520008528144976,0.0010087756726646466,0.0008952260304789378,0.0010087756726646466,0.0008952260304789378,False,583747816
GU2/3,2.4770339243678232e-05,2.4770339243678232e-05,3.3023938902142935e-05,1.651673956167787e-05,3.3023938902142935e-05,1.651673956167787e-05,False,583747816
GU4,1.2176719958698194e-05,1.2176719958698194e-05,1.0180873407061545e-05,1.4172566381756004e-05,1.0180873407061545e-05,1.4172566381756004e-05,False,583747816
GU5,3.474736016482626e-05,3.474736016482626e-05,2.4571282038998803e-05,4.4923438623652546e-05,2.4571282038998803e-05,4.4923438623652546e-05,False,583747816
GU6a,0.0019311162511400626,0.0019311162511400626,0.002457449583911702,0.0014047829283242988,0.002457449583911702,0.0014047829283242988,False,583747816
GU6b,0.007900036840209424,0.007900036840209424,0.010396668439565611,0.0054034052408948804,0.010396668439565611,0.0054034052408948804,False,583747816
HATA,4.004308344159998e-05,4.004308344159998e-05,4.688430811190946e-05,3.320185897660107e-05,4.688430811190946e-05,3.320185897660107e-05,False,583747816
HB,0.0014586048255121752,0.0014586048255121752,0.001114203461747679,0.001803008359960303,0.001114203461747679,0.001803008359960303,False,583747816
HEM,3.501107667024128e-05,3.501107667024128e-05,3.1932612045320714e-05,3.808954053097567e-05,3.1932612045320714e-05,3.808954053097567e-05,False,583747816
HIP,0.00015529174201583655,0.00015529174201583655,0.00011756305592166862,0.00019302102211603172,0.00011756305592166862,0.00019302102211603172,False,583747816
HPF,0.0003392200254597988,0.0003392200254597988,0.00028501696321596247,0.0003934242021585441,0.00028501696321596247,0.0003934242021585441,False,583747816
HY,0.004887513175187345,0.004887513175187345,0.0027747882051438215,0.007000224138243582,0.0027747882051438215,0.007000224138243582,False,583747816
I5,1.5101892780521967e-05,1.5101892780521967e-05,2.2993570921857396e-05,7.2102146390571445e-06,2.2993570921857396e-05,7.2102146390571445e-06,False,583747816
IA,5.8446975392251366e-05,5.8446975392251366e-05,3.0409249348575184e-05,8.648470208203892e-05,3.0409249348575184e-05,8.648470208203892e-05,False,583747816
IAD,0.03662762670195108,0.03662762670195108,0.02553272848746045,0.04772252498467794,0.02553272848746045,0.04772252498467794,False,583747816
IAM,0.035226584882222925,0.035226584882222925,0.030973164650069482,0.03948000501864403,0.030973164650069482,0.03948000501864403,False,583747816
IB,0.00728693251769154,0.00728693251769154,0.003973888577381969,0.010599967391857104,0.003973888577381969,0.010599967391857104,False,583747816
IC,8.737605707424896e-05,8.737605707424896e-05,3.74138396987072e-05,0.0001373368890821073,3.74138396987072e-05,0.0001373368890821073,False,583747816
ICB,1.905638236158135e-05,1.905638236158135e-05,1.3560763714696554e-05,2.45520009130294e-05,1.3560763714696554e-05,2.45520009130294e-05,False,583747816
ICc,1.321941706599619e-05,1.321941706599619e-05,5.830932594976639e-06,2.0607901570572194e-05,5.830932594976639e-06,2.0607901570572194e-05,False,583747816
ICd,0.00010342557863574044,0.00010342557863574044,4.3472953575763775e-05,0.0001633782021774578,4.3472953575763775e-05,0.0001633782021774578,False,583747816
ICe,0.00011859884147762885,0.00011859884147762885,5.1226747081010296e-05,0.0001859689976940939,5.1226747081010296e-05,0.0001859689976940939,False,583747816
IF,0.0020371095657647216,0.0020371095657647216,0.0015223136036840704,0.002551905527864957,0.0015223136036840704,0.002551905527864957,False,583747816
IG,0.01521561902605896,0.01521561902605896,0.011161983808911891,0.019287006906516368,0.011161983808911891,0.019287006906516368,False,583747816
IGL,0.003646490530053514,0.003646490530053514,0.001522850601470972,0.0057701304671323,0.001522850601470972,0.0057701304671323,False,583747816
III,0.00012038829652248967,0.00012038829652248967,9.89960275539616e-05,0.0001417805654197044,9.89960275539616e-05,0.0001417805654197044,False,583747816
IIIn,0.002042737459463289,0.002042737459463289,0.0012873061528516096,0.0027981687732797243,0.0012873061528516096,0.0027981687732797243,False,583747816
IIn,0.0009973636002081324,0.0009973636002081324,0.000877645633744023,0.0011170815606956017,0.000877645633744023,0.0011170815606956017,False,583747816
ILA,0.0063279497951036585,0.0063279497951036585,0.004240136458844939,0.008416035947702728,0.004240136458844939,0.008416035947702728,False,583747816
ILA1,0.003985622576719121,0.003985622576719121,0.0029604215088009965,0.005011044801540264,0.0029604215088009965,0.005011044801540264,False,583747816
ILA2/3,0.0030192861518910895,0.0030192861518910895,0.0021466426805109174,0.0038919098109484866,0.0021466426805109174,0.0038919098109484866,False,583747816
ILA5,0.0050613765948070875,0.0050613765948070875,0.003432900593764981,0.006690331083312607,0.003432900593764981,0.006690331083312607,False,583747816
ILA6a,0.012073717361191307,0.012073717361191307,0.007697831140884731,0.016449656561399923,0.007697831140884731,0.016449656561399923,False,583747816
ILA6b,0.012620665598924902,0.012620665598924902,0.008935952248225128,0.01630537888847051,0.008935952248225128,0.01630537888847051,False,583747816
ILM,0.011260012464398544,0.011260012464398544,0.006245095290375587,0.016274929638421507,0.006245095290375587,0.016274929638421507,False,583747816
IMD,0.001694074536466937,0.001694074536466937,0.001275128702162868,0.0021130203671232296,0.001275128702162868,0.0021130203671232296,False,583747816
INC,0.002390023346008757,0.002390023346008757,0.001350798961198174,0.0034292477304405525,0.001350798961198174,0.0034292477304405525,False,583747816
IO,0.00013442959535169143,0.00013442959535169143,7.691666523068474e-05,0.0001919425259190848,7.691666523068474e-05,0.0001919425259190848,False,583747816
IP,8.439544315047526e-06,8.439544315047526e-06,6.2322654896944434e-06,1.0646823119733571e-05,6.2322654896944434e-06,1.0646823119733571e-05,False,583747816
IPA,0.003019598991079909,0.003019598991079909,0.0022052260030838546,0.0038339719986859658,0.0022052260030838546,0.0038339719986859658,False,583747816
IPC,0.001585158918793993,0.001585158918793993,0.00115510957919003,0.002015208269377135,0.00115510957919003,0.002015208269377135,False,583747816
IPDL,0.00557822815248388,0.00557822815248388,0.0031748569811345237,0.0079815993188602,0.0031748569811345237,0.0079815993188602,False,583747816
IPDM,0.0018727115660014937,0.0018727115660014937,0.001226500930887559,0.002518922191644794,0.001226500930887559,0.002518922191644794,False,583747816
IPI,0.003590530673998929,0.003590530673998929,0.0022784281627193964,0.004902633197268601,0.0022784281627193964,0.004902633197268601,False,583747816
IPL,0.008510065601266834,0.008510065601266834,0.004297539630564231,0.012722591564582875,0.004297539630564231,0.012722591564582875,False,583747816
IPN,0.003688023930882854,0.003688023930882854,0.0021904531738064755,0.005185594692144957,0.0021904531738064755,0.005185594692144957,False,583747816
IPR,0.0006150672212544774,0.0006150672212544774,0.0005206053349405478,0.0007095291055987926,0.0005206053349405478,0.0007095291055987926,False,583747816
IPRL,0.003380469265991596,0.003380469265991596,0.0020137955330314767,0.004747143001776563,0.0020137955330314767,0.004747143001776563,False,583747816
IRN,2.8783159801562623e-05,2.8783159801562623e-05,3.2286962778946176e-05,2.5279641726215498e-05,3.2286962778946176e-05,2.5279641726215498e-05,False,583747816
ISN,5.568712933056145e-06,5.568712933056145e-06,4.969226103959804e-06,6.168199630051961e-06,4.969226103959804e-06,6.168199630051961e-06,False,583747816
IV,0.0012501900563214618,0.0012501900563214618,0.0008152921722575926,0.0016850879533257203,0.0008152921722575926,0.0016850879533257203,False,583747816
IVn,0.0005713569149960771,0.0005713569149960771,0.00026197753353125644,0.0008807362949673867,0.00026197753353125644,0.0008807362949673867,False,583747816
In,0.00040145545817535296,0.00040145545817535296,0.0004088336803327958,0.00039413345678550484,0.0004088336803327958,0.00039413345678550484,False,583747816
IntG,0.007408604887654305,0.007408604887654305,0.0034972497818711455,0.011319959950732948,0.0034972497818711455,0.011319959950732948,False,583747816
Isocortex,0.006380397309336876,0.006380397309336876,0.004284890016711072,0.008481699171758948,0.004284890016711072,0.008481699171758948,False,583747816
KF,0.00022978917335859575,0.00022978917335859575,0.00014688768280237576,0.0003126906617937443,0.00014688768280237576,0.0003126906617937443,False,583747816
LA,0.00018013630933586667,0.00018013630933586667,0.0001449103661586152,0.0002153622534822186,0.0001449103661586152,0.0002153622534822186,False,583747816
LAT,0.006288020780474658,0.006288020780474658,0.0025070429253754543,0.01006899863557386,0.0025070429253754543,0.01006899863557386,False,583747816
LAV,1.27673514790858e-05,1.27673514790858e-05,1.011038650736297e-05,1.5427667095170838e-05,1.011038650736297e-05,1.5427667095170838e-05,False,583747816
LC,0.00029958877504911386,0.00029958877504911386,0.00015032513210796433,0.0004488524185026179,0.00015032513210796433,0.0004488524185026179,False,583747816
LD,0.016898531813558864,0.016898531813558864,0.007673351733970496,0.026123711911478588,0.007673351733970496,0.026123711911478588,False,583747816
LDT,0.011512169314553282,0.011512169314553282,0.008320030008839421,0.014704308610772354,0.008320030008839421,0.014704308610772354,False,583747816
LGd,0.0003569657751889347,0.0003569657751889347,0.00011765602153392045,0.0005962755288439533,0.00011765602153392045,0.0005962755288439533,False,583747816
LGd-co,0.0005730589647068499,0.0005730589647068499,0.0001851302962726713,0.0009609876326775235,0.0001851302962726713,0.0009609876326775235,False,583747816
LGd-ip,5.8419629736110633e-05,5.8419629736110633e-05,2.0642168057264468e-05,9.619709264875103e-05,2.0642168057264468e-05,9.619709264875103e-05,False,583747816
LGd-sh,5.805903618051874e-05,5.805903618051874e-05,2.6077718551140997e-05,9.004035383846875e-05,2.6077718551140997e-05,9.004035383846875e-05,False,583747816
LGv,0.003030535510525604,0.003030535510525604,0.0010821122184225514,0.004978958792295787,0.0010821122184225514,0.004978958792295787,False,583747816
LH,0.006373786728254158,0.006373786728254158,0.0028961861745530905,0.009851387252383641,0.0028961861745530905,0.009851387252383641,False,583747816
LHA,0.0025682416007683606,0.0025682416007683606,0.0013527687160823651,0.00378371448902651,0.0013527687160823651,0.00378371448902651,False,583747816
LIN,2.0520835603151766e-05,2.0520835603151766e-05,2.2832748151318618e-05,1.8208922887641473e-05,2.2832748151318618e-05,1.8208922887641473e-05,False,583747816
LING,3.063139995053974e-05,3.063139995053974e-05,2.4681004724481033e-05,3.658179535504111e-05,2.4681004724481033e-05,3.658179535504111e-05,False,583747816
LM,0.0021208100174567425,0.0021208100174567425,0.0013567923318241683,0.0028848277001177294,0.0013567923318241683,0.0028848277001177294,False,583747816
LP,0.010914505175223507,0.010914505175223507,0.004711257893509867,0.01711775248620151,0.004711257893509867,0.01711775248620151,False,583747816
LPO,0.0013686779906200088,0.0013686779906200088,0.0006466725694452324,0.00209068341210637,0.0006466725694452324,0.00209068341210637,False,583747816
LRN,0.00025382345966494074,0.00025382345966494074,0.00024606604180205213,0.00026157486657706015,0.00024606604180205213,0.00026157486657706015,False,583747816
LRNm,0.0002301723930679675,0.0002301723930679675,0.00022954948005340779,0.00023078717705789773,0.00022954948005340779,0.00023078717705789773,False,583747816
LRNp,0.0004670708193971597,0.0004670708193971597,0.00039499794672260733,0.0005391436902801679,0.00039499794672260733,0.0005391436902801679,False,583747816
LS,0.0011862649736098722,0.0011862649736098722,0.0006546824324447942,0.001717811871082639,0.0006546824324447942,0.001717811871082639,False,583747816
LSX,0.0011129623372871439,0.0011129623372871439,0.0006188660028468093,0.001607030247403018,0.0006188660028468093,0.001607030247403018,False,583747816
LSc,0.00030693233804026125,0.00030693233804026125,0.00019430898186708422,0.00041955431237127516,0.00019430898186708422,0.00041955431237127516,False,583747816
LSr,0.0017632744318630952,0.0017632744318630952,0.0009871961043931088,0.002539270530836736,0.0009871961043931088,0.002539270530836736,False,583747816
LSv,0.0002153110801406567,0.0002153110801406567,5.3201657772736663e-05,0.0003774205049464894,5.3201657772736663e-05,0.0003774205049464894,False,583747816
LT,0.005196792970229274,0.005196792970229274,0.0020173496175031106,0.008376236331456687,0.0020173496175031106,0.008376236331456687,False,583747816
LZ,0.0077594455362807865,0.0077594455362807865,0.0037170912633073586,0.011801743560895668,0.0037170912633073586,0.011801743560895668,False,583747816
MA,0.00014036729601334875,0.00014036729601334875,0.00011188939045256272,0.00016884520180865747,0.00011188939045256272,0.00016884520180865747,False,583747816
MA3,0.005106664746937452,0.005106664746937452,0.003546025920810526,0.006667303573528892,0.003546025920810526,0.006667303573528892,False,583747816
MARN,0.000584786965875059,0.000584786965875059,0.0005252178097938303,0.000644356119476205,0.0005252178097938303,0.000644356119476205,False,583747816
MB,0.005674383072711907,0.005674383072711907,0.0029228789518846187,0.00842585687265568,0.0029228789518846187,0.00842585687265568,False,583747816
MBO,0.00492837855948262,0.00492837855948262,0.0039681883376317005,0.005888568781333536,0.0039681883376317005,0.005888568781333536,False,583747816
MBmot,0.007290230397022046,0.007290230397022046,0.0037024909295271915,0.010877958722852464,0.0037024909295271915,0.010877958722852464,False,583747816
MBsen,0.0002783849915104182,0.0002783849915104182,0.000139116789558925,0.00041764459821490996,0.000139116789558925,0.00041764459821490996,False,583747816
MBsta,0.002761189010502299,0.002761189010502299,0.0017807636136497663,0.003741614747047305,0.0017807636136497663,0.003741614747047305,False,583747816
MD,0.012290162742424877,0.012290162742424877,0.006159089497584325,0.018421235924357494,0.006159089497584325,0.018421235924357494,False,583747816
MDRN,0.00015067604094397765,0.00015067604094397765,0.00019671470610424017,0.00010463773732122783,0.00019671470610424017,0.00010463773732122783,False,583747816
MDRNd,0.0001523235230525297,0.0001523235230525297,0.00019510354392939717,0.00010954409144221782,0.00019510354392939717,0.00010954409144221782,False,583747816
MDRNv,0.00014871744344627547,0.00014871744344627547,0.0001986213716113175,9.881343202856019e-05,0.0001986213716113175,9.881343202856019e-05,False,583747816
ME,0.00107614162877729,0.00107614162877729,0.0010585834315443529,0.0010936998236212754,0.0010585834315443529,0.0010936998236212754,False,583747816
MEA,0.00011253115871930583,0.00011253115871930583,6.68117062118959e-05,0.00015825061116917375,6.68117062118959e-05,0.00015825061116917375,False,583747816
MED,0.012427190844913304,0.012427190844913304,0.007061231069153837,0.017793150620672774,0.007061231069153837,0.017793150620672774,False,583747816
MEPO,0.000286213387614075,0.000286213387614075,0.00024127596040939857,0.0003311508182973629,0.00024127596040939857,0.0003311508182973629,False,583747816
MEV,0.00013027457784101806,0.00013027457784101806,8.333376464584128e-05,0.00017721539120965448,8.333376464584128e-05,0.00017721539120965448,False,583747816
MEZ,0.004529506102806977,0.004529506102806977,0.0034739929171307615,0.005585019647865184,0.0034739929171307615,0.005585019647865184,False,583747816
MG,0.0010938560796440338,0.0010938560796440338,0.000450940168323533,0.0017367719909645405,0.000450940168323533,0.0017367719909645405,False,583747816
MGd,0.0003335522233967161,0.0003335522233967161,0.00024470119099460625,0.00042240325728415813,0.00024470119099460625,0.00042240325728415813,False,583747816
MGm,0.0024157624101432793,0.0024157624101432793,0.0008816122448259869,0.003949912562453979,0.0008816122448259869,0.003949912562453979,False,583747816
MGv,0.00037296721699518694,0.00037296721699518694,0.00019011472994327232,0.0005558197035784408,0.00019011472994327232,0.0005558197035784408,False,583747816
MH,0.00024107542355970165,0.00024107542355970165,0.00011991142169375054,0.0003622394233433847,0.00011991142169375054,0.0003622394233433847,False,583747816
MM,0.002762497516903098,0.002762497516903098,0.0022928642993766913,0.0032321307344295065,0.0022928642993766913,0.0032321307344295065,False,583747816
MMd,0.0014666244478912808,0.0014666244478912808,0.0013149523260922234,0.0016182965698983097,0.0013149523260922234,0.0016182965698983097,False,583747816
MMl,0.002016340145614256,0.002016340145614256,0.0014288647445543407,0.0026038155410804996,0.0014288647445543407,0.0026038155410804996,False,583747816
MMm,0.0035592355404793488,0.0035592355404793488,0.0029514941607605774,0.004166976901154937,0.0029514941607605774,0.004166976901154937,False,583747816
MMme,0.005612013163504604,0.005612013163504604,0.0051727248393499655,0.006051301489726332,0.0051727248393499655,0.006051301489726332,False,583747816
MMp,0.0009355065305045932,0.0009355065305045932,0.0009157340231450582,0.0009552790371440945,0.0009157340231450582,0.0009552790371440945,False,583747816
MO,0.0041980734578910385,0.0041980734578910385,0.0027165331368259756,0.005683025059329536,0.0027165331368259756,0.005683025059329536,False,583747816
MOB,5.988294938995442e-05,5.988294938995442e-05,5.429246324021653e-05,6.552140776770369e-05,5.429246324021653e-05,6.552140776770369e-05,False,583747816
MOp,0.0007691491572122066,0.0007691491572122066,0.0004923940468709763,0.001045902080756475,0.0004923940468709763,0.001045902080756475,False,583747816
MOp1,0.0011649921590978255,0.0011649921590978255,0.0008023838033326701,0.0015275910931150077,0.0008023838033326701,0.0015275910931150077,False,583747816
MOp2/3,0.00023898466092544404,0.00023898466092544404,0.0001687825208521431,0.00030918625500888427,0.0001687825208521431,0.00030918625500888427,False,583747816
MOp5,0.0003042598596667791,0.0003042598596667791,0.00019079565443741155,0.0004177233141745543,0.00019079565443741155,0.0004177233141745543,False,583747816
MOp6a,0.0016379125885310683,0.0016379125885310683,0.0009908958459225732,0.002284910823452049,0.0009908958459225732,0.002284910823452049,False,583747816
MOp6b,0.0032314541780756,0.0032314541780756,0.0023167089375396538,0.004146197166389203,0.0023167089375396538,0.004146197166389203,False,583747816
MOs,0.007188795455370716,0.007188795455370716,0.004672057199884492,0.009715866262580303,0.004672057199884492,0.009715866262580303,False,583747816
MOs1,0.010266754430922806,0.010266754430922806,0.007298066117972268,0.01324330589965082,0.007298066117972268,0.01324330589965082,False,583747816
MOs2/3,0.006285640935740609,0.006285640935740609,0.00435036676901951,0.008230730415086153,0.00435036676901951,0.008230730415086153,False,583747816
MOs5,0.006170352860062791,0.006170352860062791,0.003417709116615404,0.008937022690103625,0.003417709116615404,0.008937022690103625,False,583747816
MOs6a,0.007516620054415215,0.007516620054415215,0.004929316508993079,0.010109746032095251,0.004929316508993079,0.010109746032095251,False,583747816
MOs6b,0.008645789466081324,0.008645789466081324,0.006913163552379404,0.010379273374744145,0.006913163552379404,0.010379273374744145,False,583747816
MPN,0.00022015837049631066,0.00022015837049631066,4.6255432885251025e-05,0.00039406130514840835,4.6255432885251025e-05,0.00039406130514840835,False,583747816
MPO,0.0006788596491811097,0.0006788596491811097,0.00022129107910459343,0.0011364282263237786,0.00022129107910459343,0.0011364282263237786,False,583747816
MPT,0.004191403900068667,0.004191403900068667,0.001203233779400631,0.007179574030153798,0.001203233779400631,0.007179574030153798,False,583747816
MRN,0.0053977331756732425,0.0053977331756732425,0.002616862099833108,0.008178572424209461,0.002616862099833108,0.008178572424209461,False,583747816
MS,0.0008684466570501923,0.0008684466570501923,0.0005895303190049974,0.0011473629898204256,0.0005895303190049974,0.0011473629898204256,False,583747816
MSC,0.001654937521381607,0.001654937521381607,0.0009914666147804205,0.00231840889325316,0.0009914666147804205,0.00231840889325316,False,583747816
MT,0.004890483618369376,0.004890483618369376,0.0024709949205284523,0.007309972318698739,0.0024709949205284523,0.007309972318698739,False,583747816
MTN,0.010015265102512081,0.010015265102512081,0.00826668037649062,0.011763849828533544,0.00826668037649062,0.011763849828533544,False,583747816
MV,0.00010021948775692419,0.00010021948775692419,8.866737420111516e-05,0.00011177536620241673,8.866737420111516e-05,0.00011177536620241673,False,583747816
MY,0.00032756137689585033,0.00032756137689585033,0.0003166970014078838,0.0003384243406078491,0.0003166970014078838,0.0003384243406078491,False,583747816
MY-mot,0.00012039007454242837,0.00012039007454242837,0.00012411277607246671,0.00011666626333090893,0.00012411277607246671,0.00011666626333090893,False,583747816
MY-sat,0.002277572915127372,0.002277572915127372,0.0020042778802487763,0.002550867950005968,0.0020042778802487763,0.002550867950005968,False,583747816
MY-sen,4.5690517878571594e-05,4.5690517878571594e-05,5.140730169939558e-05,3.997420937622491e-05,5.140730169939558e-05,3.997420937622491e-05,False,583747816
NB,0.00021640411528597866,0.00021640411528597866,5.461974804665562e-05,0.00037818848346268824,5.461974804665562e-05,0.00037818848346268824,False,583747816
ND,0.00426813907239709,0.00426813907239709,0.0031396080055476417,0.005396670123814452,0.0031396080055476417,0.005396670123814452,False,583747816
NDB,0.0020962378502138034,0.0020962378502138034,0.0012169913435227996,0.0029754855216496826,0.0012169913435227996,0.0029754855216496826,False,583747816
NI,0.024798273874846483,0.024798273874846483,0.022892870475287087,0.026703677214407327,0.022892870475287087,0.026703677214407327,False,583747816
NLL,5.0461848851242935e-05,5.0461848851242935e-05,6.362771429269275e-05,3.729598339923872e-05,6.362771429269275e-05,3.729598339923872e-05,False,583747816
NLOT,7.325089003992786e-05,7.325089003992786e-05,6.34129086090961e-05,8.308887147075946e-05,6.34129086090961e-05,8.308887147075946e-05,False,583747816
NLOT1,0.000147028691476822,0.000147028691476822,0.00011860179561391848,0.00017545558776506926,0.00011860179561391848,0.00017545558776506926,False,583747816
NLOT2,3.185630976406383e-05,3.185630976406383e-05,3.979241570774301e-05,2.3920204096156704e-05,3.979241570774301e-05,2.3920204096156704e-05,False,583747816
NLOT3,3.8411383167989466e-05,3.8411383167989466e-05,1.8538768393519075e-05,5.828399809777435e-05,1.8538768393519075e-05,5.828399809777435e-05,False,583747816
NOD,2.1200491913983848e-05,2.1200491913983848e-05,2.298321800037615e-05,1.94177655999811e-05,2.298321800037615e-05,1.94177655999811e-05,False,583747816
NOT,0.00087853903056565,0.00087853903056565,0.0003345264152813747,0.0014225516439085625,0.0003345264152813747,0.0014225516439085625,False,583747816
NPC,0.02118445260716965,0.02118445260716965,0.010846561016901665,0.031522344074346696,0.010846561016901665,0.031522344074346696,False,583747816
NR,9.467391432778607e-05,9.467391432778607e-05,0.00010392003309774873,8.542779487826313e-05,0.00010392003309774873,8.542779487826313e-05,False,583747816
NTB,0.00023536618503064015,0.00023536618503064015,0.00011304948872150197,0.000357682880634089,0.00011304948872150197,0.000357682880634089,False,583747816
NTS,5.9171445680480625e-05,5.9171445680480625e-05,8.403504141196474e-05,3.4308095620203044e-05,8.403504141196474e-05,3.4308095620203044e-05,False,583747816
OLF,0.0003086223921285951,0.0003086223921285951,0.00024439673153923855,0.0003729785185050913,0.00024439673153923855,0.0003729785185050913,False,583747816
OP,0.002591733335271923,0.002591733335271923,0.0006451914974225413,0.004538275167684495,0.0006451914974225413,0.004538275167684495,False,583747816
ORB,0.00991170793011252,0.00991170793011252,0.007680008192073446,0.012143388573289431,0.007680008192073446,0.012143388573289431,False,583747816
ORBl,0.0035260698961103345,0.0035260698961103345,0.002726384149128931,0.004325751452040539,0.002726384149128931,0.004325751452040539,False,583747816
ORBl1,0.006240421226802863,0.006240421226802863,0.0046142822516855005,0.0078665618361621,0.0046142822516855005,0.0078665618361621,False,583747816
ORBl2/3,0.00312586514791376,0.00312586514791376,0.0021975518972107023,0.004054178192935779,0.0021975518972107023,0.004054178192935779,False,583747816
ORBl5,0.0022636414457187348,0.0022636414457187348,0.0017681419163358188,0.002759139558655074,0.0017681419163358188,0.002759139558655074,False,583747816
ORBl6a,0.004493895232352055,0.004493895232352055,0.0037885794927378794,0.005199210974473137,0.0037885794927378794,0.005199210974473137,False,583747816
ORBl6b,0.010106889921909319,0.010106889921909319,0.008796632221073238,0.011417147591452403,0.008796632221073238,0.011417147591452403,False,583747816
ORBm,0.015387560181478688,0.015387560181478688,0.012445416251350318,0.01832970224596864,0.012445416251350318,0.01832970224596864,False,583747816
ORBm1,0.017597921570920858,0.017597921570920858,0.015081399360151381,0.02011444376340725,0.015081399360151381,0.02011444376340725,False,583747816
ORBm2/3,0.01500050218899497,0.01500050218899497,0.011818856624281941,0.018182147737133746,0.011818856624281941,0.018182147737133746,False,583747816
